transporter	TIGRFAM	mainrole	sub1role	go_id	go_name	TIGRFAM_NAME
T657	TIGR00910	Transport and binding proteins	Amino acids, peptides and amines	GO:0015300	antiporter activity	2A0307_GadC: glutamate:gamma-aminobutyrate antiporter
T659	TIGR00712	Transport and binding proteins	Other	GO:0015169	glycerol-3-phosphate transmembrane transporter activity	glpT: glycerol-3-phosphate transporter
T659	TIGR00712	Transport and binding proteins	Other	GO:0015794	glycerol-3-phosphate transport	glpT: glycerol-3-phosphate transporter
T660	TIGR01272	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			gluP: glucose/galactose transporter WARNING
T665	TIGR01713	Protein fate	Protein and peptide secretion and trafficking	GO:0008565	protein transporter activity	typeII_sec_gspC: type II secretion system protein C
T665	TIGR01713	Protein fate	Protein and peptide secretion and trafficking	GO:0015627	type II protein secretion system complex	typeII_sec_gspC: type II secretion system protein C
T665	TIGR01713	Protein fate	Protein and peptide secretion and trafficking	GO:0015628	protein secretion by the type II secretion system	typeII_sec_gspC: type II secretion system protein C
T668	TIGR01708	Protein fate	Protein and peptide secretion and trafficking	GO:0008565	protein transporter activity	typeII_sec_gspH: type II secretion system protein H
T668	TIGR01708	Protein fate	Protein and peptide secretion and trafficking	GO:0015627	type II protein secretion system complex	typeII_sec_gspH: type II secretion system protein H
T668	TIGR01708	Protein fate	Protein and peptide secretion and trafficking	GO:0015628	protein secretion by the type II secretion system	typeII_sec_gspH: type II secretion system protein H
T668	TIGR01708	Cellular processes	Pathogenesis	GO:0008565	protein transporter activity	typeII_sec_gspH: type II secretion system protein H
T668	TIGR01708	Cellular processes	Pathogenesis	GO:0015627	type II protein secretion system complex	typeII_sec_gspH: type II secretion system protein H
T668	TIGR01708	Cellular processes	Pathogenesis	GO:0015628	protein secretion by the type II secretion system	typeII_sec_gspH: type II secretion system protein H
T670	TIGR01707			GO:0008565	protein transporter activity	gspI: type II secretion system protein I
T670	TIGR01707			GO:0015627	type II protein secretion system complex	gspI: type II secretion system protein I
T670	TIGR01707			GO:0015628	protein secretion by the type II secretion system	gspI: type II secretion system protein I
T675	TIGR00891	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005887	integral component of plasma membrane	2A0112: MFS transporter, sialate:H+ symporter (SHS) family
T675	TIGR00891	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015718	monocarboxylic acid transport	2A0112: MFS transporter, sialate:H+ symporter (SHS) family
T675	TIGR00891	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0008028	monocarboxylic acid transmembrane transporter activity	2A0112: MFS transporter, sialate:H+ symporter (SHS) family
T677	TIGR00831	Transport and binding proteins	Cations and iron carrying compounds	GO:0006814	sodium ion transport	a_cpa1: Na+/H+ antiporter
T677	TIGR00831	Transport and binding proteins	Cations and iron carrying compounds	GO:0006818	proton transport	a_cpa1: Na+/H+ antiporter
T677	TIGR00831	Transport and binding proteins	Cations and iron carrying compounds	GO:0015385	sodium:proton antiporter activity	a_cpa1: Na+/H+ antiporter
T677	TIGR00831	Transport and binding proteins	Cations and iron carrying compounds	GO:0006885	regulation of pH	a_cpa1: Na+/H+ antiporter
T687	TIGR01288	Transport and binding proteins	Other	GO:0005524	ATP binding	nodI: nodulation ABC transporter NodI
T687	TIGR01288	Transport and binding proteins	Other	GO:0009898	cytoplasmic side of plasma membrane	nodI: nodulation ABC transporter NodI
T687	TIGR01288	Transport and binding proteins	Other	GO:0033231	carbohydrate export	nodI: nodulation ABC transporter NodI
T687	TIGR01288	Transport and binding proteins	Other	GO:0043212	carbohydrate-exporting ATPase activity	nodI: nodulation ABC transporter NodI
T687	TIGR01288	Transport and binding proteins	Other	GO:0055051	ATP-binding cassette (ABC) transporter complex, integrated substrate binding	nodI: nodulation ABC transporter NodI
T687	TIGR01288	Cellular processes	Other	GO:0005524	ATP binding	nodI: nodulation ABC transporter NodI
T687	TIGR01288	Cellular processes	Other	GO:0009898	cytoplasmic side of plasma membrane	nodI: nodulation ABC transporter NodI
T687	TIGR01288	Cellular processes	Other	GO:0033231	carbohydrate export	nodI: nodulation ABC transporter NodI
T687	TIGR01288	Cellular processes	Other	GO:0043212	carbohydrate-exporting ATPase activity	nodI: nodulation ABC transporter NodI
T687	TIGR01288	Cellular processes	Other	GO:0055051	ATP-binding cassette (ABC) transporter complex, integrated substrate binding	nodI: nodulation ABC transporter NodI
T688	TIGR01291	Transport and binding proteins	Other	GO:0005887	integral component of plasma membrane	nodJ: ABC-2 type transporter, NodJ family
T688	TIGR01291	Transport and binding proteins	Other	GO:0033231	carbohydrate export	nodJ: ABC-2 type transporter, NodJ family
T688	TIGR01291	Transport and binding proteins	Other	GO:0043212	carbohydrate-exporting ATPase activity	nodJ: ABC-2 type transporter, NodJ family
T688	TIGR01291	Transport and binding proteins	Other	GO:0055051	ATP-binding cassette (ABC) transporter complex, integrated substrate binding	nodJ: ABC-2 type transporter, NodJ family
T688	TIGR01291	Cellular processes	Other	GO:0005887	integral component of plasma membrane	nodJ: ABC-2 type transporter, NodJ family
T688	TIGR01291	Cellular processes	Other	GO:0033231	carbohydrate export	nodJ: ABC-2 type transporter, NodJ family
T688	TIGR01291	Cellular processes	Other	GO:0043212	carbohydrate-exporting ATPase activity	nodJ: ABC-2 type transporter, NodJ family
T688	TIGR01291	Cellular processes	Other	GO:0055051	ATP-binding cassette (ABC) transporter complex, integrated substrate binding	nodJ: ABC-2 type transporter, NodJ family
T690	TIGR02294	Transport and binding proteins	Cations and iron carrying compounds	GO:0030288	outer membrane-bounded periplasmic space	nickel_nikA: nickel ABC transporter, nickel/metallophore periplasmic binding protein
T690	TIGR02294	Transport and binding proteins	Cations and iron carrying compounds	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	nickel_nikA: nickel ABC transporter, nickel/metallophore periplasmic binding protein
T690	TIGR02294	Transport and binding proteins	Cations and iron carrying compounds	GO:0031362	anchored component of external side of plasma membrane	nickel_nikA: nickel ABC transporter, nickel/metallophore periplasmic binding protein
T690	TIGR02294	Transport and binding proteins	Cations and iron carrying compounds	GO:0015413	nickel-transporting ATPase activity	nickel_nikA: nickel ABC transporter, nickel/metallophore periplasmic binding protein
T690	TIGR02294	Transport and binding proteins	Cations and iron carrying compounds	GO:0015675	nickel cation transport	nickel_nikA: nickel ABC transporter, nickel/metallophore periplasmic binding protein
T690	TIGR02294	Transport and binding proteins	Cations and iron carrying compounds	GO:0016151	nickel cation binding	nickel_nikA: nickel ABC transporter, nickel/metallophore periplasmic binding protein
T692	TIGR02789	Transport and binding proteins	Cations and iron carrying compounds	GO:0005887	integral component of plasma membrane	nickel_nikB: nickel ABC transporter, permease subunit NikB
T692	TIGR02789	Transport and binding proteins	Cations and iron carrying compounds	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	nickel_nikB: nickel ABC transporter, permease subunit NikB
T692	TIGR02789	Transport and binding proteins	Cations and iron carrying compounds	GO:0015413	nickel-transporting ATPase activity	nickel_nikB: nickel ABC transporter, permease subunit NikB
T692	TIGR02789	Transport and binding proteins	Cations and iron carrying compounds	GO:0015675	nickel cation transport	nickel_nikB: nickel ABC transporter, permease subunit NikB
T695	TIGR02790	Transport and binding proteins	Cations and iron carrying compounds	GO:0005887	integral component of plasma membrane	nickel_nikC: nickel ABC transporter, permease subunit NikC
T695	TIGR02790	Transport and binding proteins	Cations and iron carrying compounds	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	nickel_nikC: nickel ABC transporter, permease subunit NikC
T695	TIGR02790	Transport and binding proteins	Cations and iron carrying compounds	GO:0015413	nickel-transporting ATPase activity	nickel_nikC: nickel ABC transporter, permease subunit NikC
T695	TIGR02790	Transport and binding proteins	Cations and iron carrying compounds	GO:0015675	nickel cation transport	nickel_nikC: nickel ABC transporter, permease subunit NikC
T696	TIGR00775	Transport and binding proteins	Cations and iron carrying compounds	GO:0006814	sodium ion transport	NhaD: Na+/H+ antiporter, NhaD family
T696	TIGR00775	Transport and binding proteins	Cations and iron carrying compounds	GO:0006818	proton transport	NhaD: Na+/H+ antiporter, NhaD family
T696	TIGR00775	Transport and binding proteins	Cations and iron carrying compounds	GO:0015385	sodium:proton antiporter activity	NhaD: Na+/H+ antiporter, NhaD family
T704	TIGR02555			GO:0009405	pathogenesis	OrgA_MxiK: type III secretion apparatus protein OrgA/MxiK
T704	TIGR02555			GO:0030254	protein secretion by the type III secretion system	OrgA_MxiK: type III secretion apparatus protein OrgA/MxiK
T704	TIGR02555			GO:0030257	type III protein secretion system complex	OrgA_MxiK: type III secretion apparatus protein OrgA/MxiK
T706	TIGR02105	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	III_needle: type III secretion apparatus needle protein
T706	TIGR02105	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	III_needle: type III secretion apparatus needle protein
T709	TIGR04407	Transport and binding proteins	Other	GO:0015920	lipopolysaccharide transport	LptF_YjgP: LPS export ABC transporter permease LptF
T709	TIGR04407	Transport and binding proteins	Other	GO:0015221	lipopolysaccharide transmembrane transporter activity	LptF_YjgP: LPS export ABC transporter permease LptF
T709	TIGR04407	Transport and binding proteins	Other	GO:0005886	plasma membrane	LptF_YjgP: LPS export ABC transporter permease LptF
T709	TIGR04407	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015920	lipopolysaccharide transport	LptF_YjgP: LPS export ABC transporter permease LptF
T709	TIGR04407	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015221	lipopolysaccharide transmembrane transporter activity	LptF_YjgP: LPS export ABC transporter permease LptF
T709	TIGR04407	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0005886	plasma membrane	LptF_YjgP: LPS export ABC transporter permease LptF
T710	TIGR04408	Transport and binding proteins	Other	GO:0015920	lipopolysaccharide transport	LptG_lptG: LPS export ABC transporter permease LptG
T710	TIGR04408	Transport and binding proteins	Other	GO:0015221	lipopolysaccharide transmembrane transporter activity	LptG_lptG: LPS export ABC transporter permease LptG
T710	TIGR04408	Transport and binding proteins	Other	GO:0005886	plasma membrane	LptG_lptG: LPS export ABC transporter permease LptG
T710	TIGR04408	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015920	lipopolysaccharide transport	LptG_lptG: LPS export ABC transporter permease LptG
T710	TIGR04408	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015221	lipopolysaccharide transmembrane transporter activity	LptG_lptG: LPS export ABC transporter permease LptG
T710	TIGR04408	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0005886	plasma membrane	LptG_lptG: LPS export ABC transporter permease LptG
T711	TIGR02572	Protein fate	Protein and peptide secretion and trafficking	GO:0072321	chaperone-mediated protein transport	LcrR: type III secretion system regulator LcrR
T714	TIGR01776	Transport and binding proteins	Cations and iron carrying compounds	GO:0006810	transport	TonB-tbp-lbp: TonB-dependent lactoferrin and transferrin receptors
T714	TIGR01776	Transport and binding proteins	Cations and iron carrying compounds	GO:0022857	transmembrane transporter activity	TonB-tbp-lbp: TonB-dependent lactoferrin and transferrin receptors
T714	TIGR01776	Transport and binding proteins	Cations and iron carrying compounds	GO:0004872	receptor activity	TonB-tbp-lbp: TonB-dependent lactoferrin and transferrin receptors
T714	TIGR01776	Transport and binding proteins	Cations and iron carrying compounds	GO:0019867	outer membrane	TonB-tbp-lbp: TonB-dependent lactoferrin and transferrin receptors
T714	TIGR01776	Transport and binding proteins	Porins	GO:0006810	transport	TonB-tbp-lbp: TonB-dependent lactoferrin and transferrin receptors
T714	TIGR01776	Transport and binding proteins	Porins	GO:0022857	transmembrane transporter activity	TonB-tbp-lbp: TonB-dependent lactoferrin and transferrin receptors
T714	TIGR01776	Transport and binding proteins	Porins	GO:0004872	receptor activity	TonB-tbp-lbp: TonB-dependent lactoferrin and transferrin receptors
T714	TIGR01776	Transport and binding proteins	Porins	GO:0019867	outer membrane	TonB-tbp-lbp: TonB-dependent lactoferrin and transferrin receptors
